101108846019,宏仁家园，90平大两居，全明格局边户，精装修,2室1厅,90.53m²,东 西 北,宏仁家园,亦庄开发区,马驹桥,低楼层,共28层,212,23418元/平,https://m.lianjia.com/bj/ershoufang/101108846019.html?fb_expo_id=421283541822382093,无,满五年,有电梯,五至六环,2020-08-16,商品房,2015-01-06,普通住宅,满五年,非共有,无抵押
101102959357,北京香颂，全南两居，满五唯一，临地铁，户型方正,2室2厅,129.04m²,南,北京香颂,朝阳,望京,中楼层,共18层,848,65717元/平,https://m.lianjia.com/bj/ershoufang/101102959357.html?fb_expo_id=421283541822382094,地铁,满五年,有电梯,四至五环,2018-06-08,商品房,2009-04-28,普通住宅,满五年,非共有,无抵押
101108829714,通州 两广路沿线 长城国际 小户型1居  诚意出售,1室1厅,58.76m²,西,长城国际,通州,通州北苑,低楼层,共22层,225,38292元/平,https://m.lianjia.com/bj/ershoufang/101108829714.html?fb_expo_id=421283541822382095,无,满五年,有电梯,五至六环,2020-08-14,商品房,2011-08-10,普通住宅,满五年,非共有,有抵押 150万元 招商银行 业主自还
101108751341,果园九棵树带电梯南向一居室 配套完善 交通便利,1室1厅,61.72m²,南,蓝调沙龙东区,通州,九棵树(家乐福),低楼层,共11层,301,48769元/平,https://m.lianjia.com/bj/ershoufang/101108751341.html?fb_expo_id=421283541822382096,无,满五年,有电梯,五至六环,2020-08-08,商品房,2010-08-17,普通住宅,满五年,非共有,无抵押
101107170992,满五唯一 东向 中高楼层 视野采光好 装修保养好,2室1厅,80.57m²,东,和乔丽致公寓,朝阳,CBD,中楼层,共16层,697,86509元/平,https://m.lianjia.com/bj/ershoufang/101107170992.html?fb_expo_id=421283541822382097,地铁,满五年,无,三至四环,2020-04-03,商品房,2008-02-26,公寓,满五年,非共有,无抵押
101109862629,4和10号线换乘站  正规一居室  满五唯一,1室1厅,51.98m²,西,左右坊,丰台,马家堡,中楼层,共16层,319,61370元/平,https://m.lianjia.com/bj/ershoufang/101109862629.html?fb_expo_id=421283541822382098,地铁,满五年,无,三至四环,2020-11-19,商品房,2011-04-25,普通住宅,满五年,非共有,无抵押
101108685827,木樨地 3室1厅 东 北,3室1厅,84.9m²,东 北,木樨地,西城,木樨地,高楼层,共18层,900,106008元/平,https://m.lianjia.com/bj/ershoufang/101108685827.html?fb_expo_id=421283541822382099,无,否,有电梯,二至三环,2020-08-02,商品房,2016-04-05,普通住宅,满两年,非共有,无抵押
101110679473,天通苑东一区电梯4居室，精装修，商品房,4室1厅,178.15m²,北 南,天通苑东一区,昌平,天通苑,高楼层,共33层,570,31996元/平,https://m.lianjia.com/bj/ershoufang/101110679473.html?fb_expo_id=421283541822382100,无,满五年,无,五至六环,2021-03-03,商品房,2015-06-04,普通住宅,满五年,非共有,无抵押
101106268024,距离果园地铁站150米，配套齐全，交通方便,3室2厅,145.2m²,南 北,新华联家园南区,通州,果园,高楼层,共12层,599,41254元/平,https://m.lianjia.com/bj/ershoufang/101106268024.html?fb_expo_id=421283541822382101,无,满五年,有电梯,五至六环,2019-11-14,私产,2011-03-22,普通住宅,满五年,非共有,有抵押 130万元
101108502525,二环内 房本满五年 带电梯的跃层出售,2室1厅,88.12m²,南 北,广益大厦,西城,长椿街,高楼层,共16层,651,73877元/平,https://m.lianjia.com/bj/ershoufang/101108502525.html?fb_expo_id=421283541822382102,无,满五年,有电梯,二环内,2020-07-18,商品房,2010-05-12,普通住宅,满五年,非共有,有抵押 135万元 招商银行 业主自还
101110235171,地铁口 不临街两居室 观小区中间花园  南向大采光面,2室2厅,102.38m²,南,永达逸家,海淀,田村,中楼层,共15层,758,74038元/平,https://m.lianjia.com/bj/ershoufang/101110235171.html?fb_expo_id=421283541822382103,地铁,否,有电梯,四至五环,2021-01-02,商品房,2016-10-01,普通住宅,满两年,非共有,有抵押 120万元 浙商银行 客户偿还
101108796421,店长推荐 万科紫台国学大宅 南北通透三居 满五年唯一,3室2厅,169.17m²,南 北,万科紫台,丰台,岳各庄,低楼层,共18层,1230,72708元/平,https://m.lianjia.com/bj/ershoufang/101108796421.html?fb_expo_id=421283541822382104,无,满五年,有电梯,四至五环,2020-08-11,商品房,2009-01-09,普通住宅,满五年,非共有,无抵押
101110672252,德外六铺炕二区，看孩子在对面，单价低,3室1厅,101.6m²,东南,六铺炕二区,西城,六铺炕,顶层,共4层,1320,129922元/平,https://m.lianjia.com/bj/ershoufang/101110672252.html?fb_expo_id=421283541822382105,地铁,否,无,二至三环,2021-03-02,已购公房,2018-11-26,普通住宅,满两年,共有,无抵押
101110649813,流星花园三区精装三居 无遮挡 南北飘窗 户型通透,3室1厅,115.21m²,东 北,流星花园三区,昌平,回龙观,低楼层,共11层,600,52079元/平,https://m.lianjia.com/bj/ershoufang/101110649813.html?fb_expo_id=421283541822382106,无,满五年,无,五至六环,2021-03-01,商品房,2014-05-13,普通住宅,满五年,非共有,有抵押 180万元 中行 客户偿还
101109786448,此房满五唯一 海淀产权  南北通透两居室,2室1厅,62.26m²,南 北,三嘉信苑,海淀,海淀北部新区,高楼层,共6层,261,41921元/平,https://m.lianjia.com/bj/ershoufang/101109786448.html?fb_expo_id=421283541822382107,无,满五年,无,五至六环,2020-11-10,一类经济适用房,2013-06-14,普通住宅,满五年,非共有,无抵押
101109267214,首开常青藤四期 精装两居 南北通透 电梯洋房,2室1厅,85.17m²,南 北,首开常青藤四期,朝阳,东坝,高楼层,共6层,640,75144元/平,https://m.lianjia.com/bj/ershoufang/101109267214.html?fb_expo_id=421283541822382108,无,否,有电梯,五至六环,2020-09-20,商品房,2016-12-01,普通住宅,满两年,非共有,无抵押
101108879344,房子是满五唯一 看房方便  交通便利,1室0厅,43.74m²,东,长城国际,通州,通州北苑,中楼层,共22层,209,47783元/平,https://m.lianjia.com/bj/ershoufang/101108879344.html?fb_expo_id=421283541822382109,无,满五年,有电梯,五至六环,2020-08-18,商品房,2012-02-14,普通住宅,满五年,非共有,无抵押
101110618448,宣颐家园带电梯，南北通透大四居，双卫 客厅双卧朝南,4室2厅,175.06m²,南 北,宣颐家园,大兴,旧宫,中楼层,共14层,720,41129元/平,https://m.lianjia.com/bj/ershoufang/101110618448.html?fb_expo_id=421283665742987264,无,满五年,有电梯,四至五环,2021-02-26,商品房,2004-06-22,普通住宅,满五年,非共有,无抵押
101110068207,空港吉祥花园 南向一居室 中高楼层采光好,1室1厅,50.36m²,南,空港吉祥花园,顺义,后沙峪,中楼层,共9层,270,53614元/平,https://m.lianjia.com/bj/ershoufang/101110068207.html?fb_expo_id=421283665742987265,地铁,否,有电梯,五至六环,2020-12-12,商品房,2016-05-30,普通住宅,满两年,共有,有抵押 118万元 公积金管理中心 业主自还
101108272305,公益西桥/新宫地铁站南庭新苑满五唯一东南向商品房,2室1厅,60.54m²,东南,南庭新苑南区,丰台,新宫,中楼层,共16层,318,52528元/平,https://m.lianjia.com/bj/ershoufang/101108272305.html?fb_expo_id=421283665742987266,无,满五年,有电梯,四至五环,2020-06-29,商品房,2013-06-15,普通住宅,满五年,非共有,无抵押
101110640228,商品房 2005年楼龄  高楼层 看房方便 有地下停车位,2室1厅,130.67m²,南 北,九和苑,西城,车公庄,顶层,共14层,1550,118620元/平,https://m.lianjia.com/bj/ershoufang/101110640228.html?fb_expo_id=421283665742987267,无,满五年,无,二至三环,2021-02-28,商品房,2011-06-28,普通住宅,满五年,非共有,无抵押
101108462786,五里店南里 低楼层小三居 看房方便有钥匙 随时出售,3室1厅,60m²,北,五里店南里,丰台,五里店,底层,共6层,230,38334元/平,https://m.lianjia.com/bj/ershoufang/101108462786.html?fb_expo_id=421283665742987268,无,否,无,四至五环,2020-07-15,已购公房,2020-04-15,普通住宅,未满两年,非共有,无抵押
101109268845,长椿街东里 二号线长椿街地铁西南侧 小两居,2室1厅,44.9m²,东,长椿街东里,西城,长椿街,中楼层,共5层,458,102005元/平,https://m.lianjia.com/bj/ershoufang/101109268845.html?fb_expo_id=421283665742987269,无,否,无,二环内,2020-09-20,已购公房,2020-05-25,普通住宅,未满两年,非共有,无抵押
101110681839,湖畔雅居 满五唯一 通透三居 板楼 一梯两户 不临街,3室1厅,150.52m²,东南 西北,大西洋新城F区,朝阳,望京,中楼层,共8层,1460,96998元/平,https://m.lianjia.com/bj/ershoufang/101110681839.html?fb_expo_id=421283665742987270,地铁,满五年,无,四至五环,2021-03-03,商品房,2005-09-07,普通住宅,满五年,非共有,无抵押
101110683198,天鸿美域 精装四居室 南北通透 采光好视野好,4室2厅,168.09m²,南 北,天鸿美域,丰台,青塔,中楼层,共11层,960,57113元/平,https://m.lianjia.com/bj/ershoufang/101110683198.html?fb_expo_id=421283665742987271,无,满五年,有电梯,四至五环,2021-03-03,商品房,2015-09-29,普通住宅,满五年,非共有,无抵押
101110652648,都市心海岸满五唯一两居室 客厅挑高3.8米 精装修,2室2厅,118.9m²,南 北,都市心海岸,朝阳,望京,中楼层,共12层,730,61397元/平,https://m.lianjia.com/bj/ershoufang/101110652648.html?fb_expo_id=421283665742987272,地铁,满五年,无,四至五环,2021-03-01,商品房,2015-09-06,普通住宅,满五年,非共有,有抵押 90万元
101110667480,芳城园龙珠公寓 西向三居室 满五唯一 无遮挡视野开阔,3室1厅,120.89m²,西,芳城园一区,丰台,方庄,低楼层,共19层,720,59559元/平,https://m.lianjia.com/bj/ershoufang/101110667480.html?fb_expo_id=421283665742987273,无,满五年,有电梯,二至三环,2021-03-02,已购公房,2009-12-08,普通住宅,满五年,共有,无抵押
101110694438,龙城花园W区，南北通透三居室，精装修,3室2厅,191.51m²,南 北,龙城花园W区,昌平,回龙观,顶层,共4层,775,40468元/平,https://m.lianjia.com/bj/ershoufang/101110694438.html?fb_expo_id=421283665742987274,无,满五年,无,五至六环,2021-03-04,商品房,2012-10-31,普通住宅,满五年,非共有,无抵押
101110581370,大雄城市花园春华屋南北通透双卫双阳台大两居,2室1厅,108.89m²,南 北,春华屋,亦庄开发区,亦庄,中楼层,共11层,515,47296元/平,https://m.lianjia.com/bj/ershoufang/101110581370.html?fb_expo_id=421283665742987275,地铁,满五年,有电梯,五至六环,2021-02-23,商品房,2009-11-26,普通住宅,满五年,共有,无抵押
101110639326,鑫兆佳园、阅读莱茵，小三居室。,3室1厅,81.9m²,西北,柏林爱乐二期,朝阳,常营,高楼层,共22层,416,50794元/平,https://m.lianjia.com/bj/ershoufang/101110639326.html?fb_expo_id=421283665742987276,无,满五年,无,五至六环,2021-02-28,商品房,2008-08-12,普通住宅,满五年,非共有,有抵押 120万元
101110630536,小区中间位置 户型方正 精装修 看房方便,2室2厅,78.31m²,南,金隅悦和园,朝阳,东坝,低楼层,共28层,382,48781元/平,https://m.lianjia.com/bj/ershoufang/101110630536.html?fb_expo_id=421283665742987277,无,满五年,无,五至六环,2021-02-27,限价商品房,2015-04-15,普通住宅,满五年,非共有,无抵押
101110644013,交通便利，临近商圈，南北通透的户型，诚心出售,3室1厅,89.85m²,南 北,国际花园,房山,长阳,低楼层,共18层,339,37730元/平,https://m.lianjia.com/bj/ershoufang/101110644013.html?fb_expo_id=421283665742987278,无,否,无,五至六环,2021-02-28,商品房,2016-11-09,普通住宅,满两年,非共有,无抵押
101110679865,大山子一层三居，田字格户型，随时看房，有钥匙,3室2厅,74.37m²,东南 西北,大山子北里,朝阳,大山子,底层,共6层,370,49752元/平,https://m.lianjia.com/bj/ershoufang/101110679865.html?fb_expo_id=421283665742987279,地铁,满五年,无,四至五环,2021-03-03,已购公房,1994-03-17,普通住宅,满五年,非共有,无抵押
101110637856,水碓子西里 2室1厅 南,2室1厅,59.79m²,南,水碓子西里,朝阳,团结湖,中楼层,共12层,433,72421元/平,https://m.lianjia.com/bj/ershoufang/101110637856.html?fb_expo_id=421283665742987280,地铁,满五年,无,三至四环,2021-02-28,已购公房,2001-04-18,普通住宅,满五年,非共有,无抵押
101110644214,三环边 育菲园东里 南北通透三居 全明格局,3室2厅,93.32m²,南 北,育菲园东里,丰台,玉泉营,中楼层,共6层,495,53044元/平,https://m.lianjia.com/bj/ershoufang/101110644214.html?fb_expo_id=421283665742987281,地铁,满五年,无,三至四环,2021-02-28,商品房,2009-08-05,普通住宅,满五年,共有,有抵押 10万元 中国银行 业主自还
101110692785,南湖渠三巷6号院 2室1厅 南 北,2室1厅,57.29m²,南 北,南湖渠三巷6号院,朝阳,望京,高楼层,共6层,328,57253元/平,https://m.lianjia.com/bj/ershoufang/101110692785.html?fb_expo_id=421283665742987282,地铁,满五年,无,四至五环,2021-03-04,已购公房,2000-09-25,普通住宅,满五年,非共有,无抵押
101110697391,盛嘉华苑 2室1厅 南,2室1厅,69.42m²,南,盛嘉华苑,大兴,枣园,高楼层,共18层,258,37166元/平,https://m.lianjia.com/bj/ershoufang/101110697391.html?fb_expo_id=421283665742987283,无,满五年,无,五至六环,2021-03-04,限价商品房,2015-07-14,普通住宅,满五年,非共有,无抵押
101110691173,满五年唯一，看房方便，东南角，动静分开户型，双阳台,3室1厅,106.28m²,东南,世安家园,朝阳,望京,低楼层,共24层,650,61160元/平,https://m.lianjia.com/bj/ershoufang/101110691173.html?fb_expo_id=421283665742987284,无,满五年,无,四至五环,2021-03-04,商品房,2011-06-24,普通住宅,满五年,非共有,有抵押 300万元 兴业银行 客户偿还
101110656540,首座御园一区二期 西南向两居室 中间楼层 采光充足 。,2室1厅,90m²,西南,首座御园一区二期,大兴,枣园,中楼层,共14层,283,31445元/平,https://m.lianjia.com/bj/ershoufang/101110656540.html?fb_expo_id=421283665742987285,地铁,否,无,五至六环,2021-03-01,二类经济适用房,2017-09-14,普通住宅,满两年,非共有,无抵押
101110696780,北郊农场宿舍，中间楼层，双卧朝南两居室,2室1厅,58.88m²,南,北郊农场宿舍,昌平,回龙观,中楼层,共4层,340,57745元/平,https://m.lianjia.com/bj/ershoufang/101110696780.html?fb_expo_id=421283665742987286,无,满五年,无,五至六环,2021-03-04,商品房,1999-01-28,普通住宅,满五年,非共有,无抵押
101110692836,庄胜二期 东西通透两居室 满五年 业主诚售 随时看房,2室1厅,103.98m²,东 西,庄胜二期,西城,宣武门,低楼层,共12层,1399,134546元/平,https://m.lianjia.com/bj/ershoufang/101110692836.html?fb_expo_id=421283665742987287,无,满五年,无,二环内,2021-03-04,商品房,2008-03-10,普通住宅,满五年,非共有,无抵押
101110637394,本家润园三期 1室1厅 北,1室1厅,47.25m²,北,本家润园三期,东城,东花市,中楼层,共18层,499,105609元/平,https://m.lianjia.com/bj/ershoufang/101110637394.html?fb_expo_id=421283665742987288,地铁,满五年,无,二环内,2021-02-28,二类经济适用房,2005-10-09,普通住宅,满五年,非共有,无抵押
101110643825,【店长推荐】朝阳门南大街小区 满五年成本价,2室1厅,58.35m²,西北,朝阳门南大街,朝阳,朝阳门外,低楼层,共20层,460,78835元/平,https://m.lianjia.com/bj/ershoufang/101110643825.html?fb_expo_id=421283665742987289,地铁,满五年,无,二至三环,2021-02-28,已购公房,1998-08-14,普通住宅,满五年,非共有,无抵押
101110688893,东城区 兴化西里 2层 双南向 小两居,2室1厅,62.3m²,南,兴化西里,东城,和平里,中楼层,共4层,688,110434元/平,https://m.lianjia.com/bj/ershoufang/101110688893.html?fb_expo_id=421283665742987290,无,满五年,无,二至三环,2021-03-03,商品房,2015-06-04,普通住宅,满五年,非共有,无抵押
101110670646,天通苑两居室带电梯板楼，一梯三户，商品房满五唯一,2室2厅,86.36m²,南,天通西苑二区,昌平,天通苑,中楼层,共18层,379,43887元/平,https://m.lianjia.com/bj/ershoufang/101110670646.html?fb_expo_id=421283665742987291,地铁,满五年,无,五至六环,2021-03-02,一类经济适用房,2005-06-14,普通住宅,满五年,非共有,无抵押
101110645477,雅世合金公寓 南北户型  封闭小区 日系格局,3室1厅,90.28m²,南 北,雅世合金公寓,海淀,田村,低楼层,共8层,830,91937元/平,https://m.lianjia.com/bj/ershoufang/101110645477.html?fb_expo_id=421283665742987292,无,满五年,无,四至五环,2021-02-28,商品房,2013-01-06,普通住宅,满五年,共有,有抵押 180万元 招商银行 客户偿还
101110663102,新明胡同 3室1厅 西南,3室1厅,79.4m²,西南,新明胡同,西城,马甸,低楼层,共18层,1150,144837元/平,https://m.lianjia.com/bj/ershoufang/101110663102.html?fb_expo_id=421283665742987293,无,满五年,无,二至三环,2021-03-02,商品房,2013-09-29,普通住宅,满五年,非共有,无抵押
101110693025,今典花园 精装三居 总价适中 满五年 卫生间带窗,3室1厅,95.95m²,西北,今典花园,海淀,小西天,底层,共19层,900,93799元/平,https://m.lianjia.com/bj/ershoufang/101110693025.html?fb_expo_id=421283793820352512,无,满五年,无,二至三环,2021-03-04,商品房,2015-09-06,普通住宅,满五年,非共有,有抵押 100万元 可以自还
101110651470,安德路47号院 南北三居室 全明格局 户型方正无浪费,3室1厅,59.75m²,南 北 东,安德路47号院,东城,安定门,顶层,共6层,606,101423元/平,https://m.lianjia.com/bj/ershoufang/101110651470.html?fb_expo_id=421283793820352513,地铁,否,无,二至三环,2021-03-01,商品房,2017-03-19,普通住宅,满两年,非共有,有抵押 220万元 中信银行 客户偿还
101110648788,嘉润花园东南两居，双明卫，看房随时,2室1厅,106.91m²,南 东,嘉润花园,朝阳,望京,低楼层,共30层,650,60799元/平,https://m.lianjia.com/bj/ershoufang/101110648788.html?fb_expo_id=421283793820352514,地铁,满五年,无,四至五环,2021-03-01,商品房,2006-01-05,普通住宅,满五年,非共有,无抵押
101110670714,美景东  方满五唯一  看花园,3室1厅,129.62m²,西南,美景东方,朝阳,华威桥,中楼层,共24层,928,71594元/平,https://m.lianjia.com/bj/ershoufang/101110670714.html?fb_expo_id=421283793820352515,无,满五年,无,三至四环,2021-03-02,商品房,2006-11-01,普通住宅,满五年,非共有,无抵押
101110712398,沿海赛洛城三期 2室1厅 南 北,2室1厅,92.3m²,南 北,沿海赛洛城三期,朝阳,百子湾,中楼层,共11层,655,70965元/平,https://m.lianjia.com/bj/ershoufang/101110712398.html?fb_expo_id=421283793820352516,地铁,满五年,无,,2021-03-05,商品房,2009-05-05,普通住宅,满五年,非共有,无抵押
101110677482,中海城圣朝菲南北通透2+1央企开发 品质保障,3室2厅,98.91m²,南 北,中海城圣朝菲,朝阳,成寿寺,中楼层,共8层,758,76636元/平,https://m.lianjia.com/bj/ershoufang/101110677482.html?fb_expo_id=421283793820352517,地铁,满五年,无,三至四环,2021-03-03,商品房,2010-04-19,普通住宅,满五年,非共有,有抵押 65万元 客户偿还
101110692989,98年小区，满五年，南北通透前后无遮挡，中间楼层,3室1厅,116.53m²,南 北,松榆西里,朝阳,潘家园,中楼层,共7层,665,57067元/平,https://m.lianjia.com/bj/ershoufang/101110692989.html?fb_expo_id=421283793820352518,无,满五年,无,三至四环,2021-03-04,商品房,2004-08-30,普通住宅,满五年,非共有,无抵押
101110662574,安花北里花园两居，带客厅，不临街，无遮挡，看房方便,2室2厅,69.56m²,东南,安苑北里,朝阳,亚运村,低楼层,共25层,565,81225元/平,https://m.lianjia.com/bj/ershoufang/101110662574.html?fb_expo_id=421283793820352519,无,否,无,三至四环,2021-03-02,商品房,2017-11-30,普通住宅,满两年,非共有,有抵押 65万元 北京银行 业主自还
101110708424,茂华景公馆 3室2厅 东 南 北,3室2厅,167.28m²,东 南 北,茂华景公馆,石景山,杨庄,中楼层,共8层,1150,68748元/平,https://m.lianjia.com/bj/ershoufang/101110708424.html?fb_expo_id=421283793820352520,无,满五年,无,五至六环,2021-03-05,商品房,2010-05-13,普通住宅,满五年,非共有,无抵押
101110654253,万年花城二期 3室1厅 南 北,3室1厅,120.56m²,南 北,万年花城二期,丰台,玉泉营,低楼层,共10层,800,66358元/平,https://m.lianjia.com/bj/ershoufang/101110654253.html?fb_expo_id=421283793820352521,地铁,满五年,无,三至四环,2021-03-01,商品房,2010-08-04,普通住宅,满五年,非共有,无抵押
101110724606,天通西苑二区 3室2厅 南 北,3室2厅,169.52m²,南 北,天通西苑二区,昌平,天通苑,中楼层,共13层,549,32386元/平,https://m.lianjia.com/bj/ershoufang/101110724606.html?fb_expo_id=421283793820352522,地铁,满五年,无,五至六环,2021-03-06,一类经济适用房,2004-08-16,普通住宅,满五年,非共有,无抵押
101110686140,大屯里小区东南向全明格局三居室,3室1厅,120.01m²,东南,大屯里小区,朝阳,亚运村,中楼层,共24层,780,64995元/平,https://m.lianjia.com/bj/ershoufang/101110686140.html?fb_expo_id=421283793820352523,无,满五年,无,四至五环,2021-03-03,二类经济适用房,2008-12-11,普通住宅,满五年,非共有,无抵押
101110654049,塔院胡同12号院 2室1厅 南 北,2室1厅,58.1m²,南 北,塔院胡同12号院,西城,六铺炕,中楼层,共6层,938,161446元/平,https://m.lianjia.com/bj/ershoufang/101110654049.html?fb_expo_id=421283793820352524,无,否,无,二至三环,2021-03-01,商品房,2017-07-25,普通住宅,满两年,非共有,有抵押 120万元 北京住房公积金管理中心 客户偿还
101110662447,石景山五芳园北区低楼层南北两居,2室1厅,58.63m²,南 北,五芳园,石景山,鲁谷,底层,共6层,310,52874元/平,https://m.lianjia.com/bj/ershoufang/101110662447.html?fb_expo_id=421283793820352525,无,否,无,四至五环,2021-03-02,商品房,2016-05-16,普通住宅,满两年,非共有,有抵押 100万元 客户偿还
101110714167,此房是南向一居室，采光充足，配套设施齐全。,1室1厅,59.03m²,南,兰德华庭,海淀,田村,低楼层,共13层,455,77080元/平,https://m.lianjia.com/bj/ershoufang/101110714167.html?fb_expo_id=421283793820352526,地铁,满五年,无,四至五环,2021-03-05,商品房,2006-11-03,普通住宅,满五年,非共有,无抵押
101110685053,首座绿洲 2室1厅 东 北,2室1厅,94.59m²,东 北,首座绿洲,丰台,角门,高楼层,共21层,548,57935元/平,https://m.lianjia.com/bj/ershoufang/101110685053.html?fb_expo_id=421283793820352527,地铁,满五年,无,三至四环,2021-03-03,商品房,2008-07-23,普通住宅,满五年,非共有,无抵押
101110697569,华纺易城 2室2厅 东 北,2室2厅,92.09m²,东 北,华纺易城,朝阳,朝青,中楼层,共18层,680,73841元/平,https://m.lianjia.com/bj/ershoufang/101110697569.html?fb_expo_id=421283793820352528,地铁,否,无,四至五环,2021-03-04,商品房,2016-04-11,普通住宅,满两年,非共有,有抵押 200万元 农行 客户偿还
101110527487,北京洋房，南北通透，一层带卧室，动静分离。,5室2厅,162.69m²,南 北,北京洋房,昌平,北七家,中楼层,共5层,655,40261元/平,https://m.lianjia.com/bj/ershoufang/101110527487.html?fb_expo_id=421283793820352529,无,否,有电梯,五至六环,2021-02-19,商品房,2017-12-08,别墅,满两年,非共有,无抵押
101110639143,龙华园+南北通透+安静宜居+采光充足,3室1厅,113.41m²,南 北,龙华园,昌平,回龙观,顶层,共6层,443,39062元/平,https://m.lianjia.com/bj/ershoufang/101110639143.html?fb_expo_id=421283793820352530,地铁,满五年,无,五至六环,2021-02-28,商品房,2011-08-17,普通住宅,满五年,非共有,无抵押
101110725752,慧时欣园东北向三居室商品房社区诚意出售,3室1厅,109.82m²,东北,慧时欣园,丰台,木樨园,高楼层,共25层,525,47806元/平,https://m.lianjia.com/bj/ershoufang/101110725752.html?fb_expo_id=421283793820352531,地铁,满五年,无,三至四环,2021-03-06,商品房,2008-02-03,普通住宅,满五年,共有,无抵押
